1778696516.172	close]	606	88	22	448	48	449	98	126	0	404
1778696516.223		524	84	25	285	130	287	79	129	0	200
1778696516.272		993	115	28	815	35	817	84	312	0	200
1778696516.322	close]	645	100	28	465	52	469	98	126	0	404
1778696516.372		615	94	22	446	53	449	79	129	0	200
1778696516.422		594	78	23	434	59	435	84	312	0	200
1778696516.472	close]	595	71	23	441	60	443	98	126	0	404
1778696516.522		489	70	21	359	39	360	79	129	0	200
1778696516.571		538	84	22	385	47	386	84	312	0	200
1778696516.620	close]	429	73	22	296	38	298	98	126	0	404
1778696516.669		603	137	24	400	42	401	79	129	0	200
1778696516.720		454	70	21	308	55	308	84	312	0	200
1778696516.769	close]	420	76	25	283	36	287	98	126	0	404
1778696516.819		607	91	24	401	91	404	79	129	0	200
1778696516.867		923	130	31	700	62	703	84	312	0	200
1778696516.917	close]	508	90	28	357	33	361	98	126	0	404
1778696516.967		627	78	20	499	30	501	79	129	0	200
1778696517.016		568	72	20	431	45	430	84	312	0	200
1778696517.064	close]	534	75	22	349	88	351	98	126	0	404
1778696517.114		552	83	24	391	54	392	79	129	0	200
1778696517.163		497	72	23	354	48	356	84	312	0	200
